city_name;city_code;Indicator;unit;year;value
Rheinhessen-Pfalz;DEB3;Proportion of population aged 20-24 years;Percentage;2020;5.8
Rheinhessen-Pfalz;DEB3;Proportion of population aged 20-24 years;Percentage;2022;5.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 20-39 years;Percentage;2016;24.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 20-39 years;Percentage;2020;24.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 20-39 years;Percentage;2022;24.2
Rheinhessen-Pfalz;DEB3;Proportion of population aged 25-29 years;Percentage;2016;6.4
Rheinhessen-Pfalz;DEB3;Proportion of population aged 25-29 years;Percentage;2020;6.2
Rheinhessen-Pfalz;DEB3;Proportion of population aged 25-29 years;Percentage;2022;6.0
Rheinhessen-Pfalz;DEB3;Proportion of population aged 25-44 years;Percentage;2016;24.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 25-44 years;Percentage;2020;24.4
Rheinhessen-Pfalz;DEB3;Proportion of population aged 25-44 years;Percentage;2022;24.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 25-49 years;Percentage;2016;32.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 25-49 years;Percentage;2020;30.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 25-49 years;Percentage;2022;30.4
Rheinhessen-Pfalz;DEB3;Proportion of population aged 30-34 years;Percentage;2016;6.0
Rheinhessen-Pfalz;DEB3;Proportion of population aged 30-34 years;Percentage;2020;6.3
Rheinhessen-Pfalz;DEB3;Proportion of population aged 30-34 years;Percentage;2022;6.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 35-39 years;Percentage;2016;5.8
Rheinhessen-Pfalz;DEB3;Proportion of population aged 35-39 years;Percentage;2020;6.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 35-39 years;Percentage;2022;6.2
Rheinhessen-Pfalz;DEB3;Proportion of population aged 40-44 years;Percentage;2016;5.9
Rheinhessen-Pfalz;DEB3;Proportion of population aged 40-44 years;Percentage;2020;5.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 40-44 years;Percentage;2022;6.0
Rheinhessen-Pfalz;DEB3;Proportion of population aged 40-59 years;Percentage;2016;30.3
Rheinhessen-Pfalz;DEB3;Proportion of population aged 40-59 years;Percentage;2020;28.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 40-59 years;Percentage;2022;27.6
Rheinhessen-Pfalz;DEB3;Proportion of population aged 45-49 years;Percentage;2016;8.0
Rheinhessen-Pfalz;DEB3;Proportion of population aged 45-49 years;Percentage;2020;6.2
Rheinhessen-Pfalz;DEB3;Proportion of population aged 45-49 years;Percentage;2022;5.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 45-64 years;Percentage;2016;31.0
Rheinhessen-Pfalz;DEB3;Proportion of population aged 45-64 years;Percentage;2020;29.9
Rheinhessen-Pfalz;DEB3;Proportion of population aged 45-64 years;Percentage;2022;29.2
Rheinhessen-Pfalz;DEB3;Proportion of population aged 50-54 years;Percentage;2016;8.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 50-54 years;Percentage;2020;8.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 50-54 years;Percentage;2022;7.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 50-64 years;Percentage;2016;23.0
Rheinhessen-Pfalz;DEB3;Proportion of population aged 50-64 years;Percentage;2020;23.6
Rheinhessen-Pfalz;DEB3;Proportion of population aged 50-64 years;Percentage;2022;23.4
Rheinhessen-Pfalz;DEB3;Proportion of population aged 55-59 years;Percentage;2016;7.8
Rheinhessen-Pfalz;DEB3;Proportion of population aged 55-59 years;Percentage;2020;8.4
Rheinhessen-Pfalz;DEB3;Proportion of population aged 55-59 years;Percentage;2022;8.4
Rheinhessen-Pfalz;DEB3;Proportion of population aged 5-9 years;Percentage;2016;4.3
Rheinhessen-Pfalz;DEB3;Proportion of population aged 5-9 years;Percentage;2020;4.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 5-9 years;Percentage;2022;4.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 60-64 years;Percentage;2016;6.6
Rheinhessen-Pfalz;DEB3;Proportion of population aged 60-64 years;Percentage;2020;7.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 60-64 years;Percentage;2022;7.6
Rheinhessen-Pfalz;DEB3;Proportion of population aged 60-79 years;Percentage;2016;21.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 60-79 years;Percentage;2020;22.0
Rheinhessen-Pfalz;DEB3;Proportion of population aged 60-79 years;Percentage;2022;22.6
Rheinhessen-Pfalz;DEB3;Proportion of population aged 60 years and more;Percentage;2016;27.2
Rheinhessen-Pfalz;DEB3;Proportion of population aged 60 years and more;Percentage;2020;28.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 60 years and more;Percentage;2022;29.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 65-69 years;Percentage;2016;5.3
Rheinhessen-Pfalz;DEB3;Proportion of population aged 65-69 years;Percentage;2020;6.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 65-69 years;Percentage;2022;6.2
Rheinhessen-Pfalz;DEB3;Proportion of population aged 65-79 years;Percentage;2016;14.9
Rheinhessen-Pfalz;DEB3;Proportion of population aged 65-79 years;Percentage;2020;14.9
Rheinhessen-Pfalz;DEB3;Proportion of population aged 65-79 years;Percentage;2022;15.0
Rheinhessen-Pfalz;DEB3;Proportion of population aged 65 years and more;Percentage;2016;20.6
Rheinhessen-Pfalz;DEB3;Proportion of population aged 65 years and more;Percentage;2020;21.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 65 years and more;Percentage;2022;22.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 70-74 years;Percentage;2016;4.5
Rheinhessen-Pfalz;DEB3;Proportion of population aged 70-74 years;Percentage;2020;4.4
Rheinhessen-Pfalz;DEB3;Proportion of population aged 70-74 years;Percentage;2022;5.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 75-79 years;Percentage;2016;5.0
Rheinhessen-Pfalz;DEB3;Proportion of population aged 75-79 years;Percentage;2020;4.4
Rheinhessen-Pfalz;DEB3;Proportion of population aged 75-79 years;Percentage;2022;3.6
Rheinhessen-Pfalz;DEB3;Proportion of population aged 80-84 years;Percentage;2016;3.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 80-84 years;Percentage;2020;3.8
Rheinhessen-Pfalz;DEB3;Proportion of population aged 80-84 years;Percentage;2022;4.0
Rheinhessen-Pfalz;DEB3;Proportion of population aged 80 years and more;Percentage;2016;5.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 80 years and more;Percentage;2020;6.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 80 years and more;Percentage;2022;7.1
Rheinhessen-Pfalz;DEB3;Proportion of population aged 85 years and more;Percentage;2016;2.7
Rheinhessen-Pfalz;DEB3;Proportion of population aged 85 years and more;Percentage;2020;2.9
Rheinhessen-Pfalz;DEB3;Proportion of population aged 85 years and more;Percentage;2022;3.1
Rheinhessen-Pfalz;DEB3;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2016;19.7
Rheinhessen-Pfalz;DEB3;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2020;21.0
Rheinhessen-Pfalz;DEB3;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2022;21.8
Rheinhessen-Pfalz;DEB3;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2016;33.6
Rheinhessen-Pfalz;DEB3;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2020;34.6
Rheinhessen-Pfalz;DEB3;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2022;35.7
Rheinhessen-Pfalz;DEB3;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2016;29.9
Rheinhessen-Pfalz;DEB3;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2020;30.5
Rheinhessen-Pfalz;DEB3;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2022;31.2
Rheinhessen-Pfalz;DEB3;Young-age dependency ratio 4th variant (population 0 to 24 years to population 25 to 64 years);Percentage;2022;44.7
Saarland;DEC;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2016;52.5
Saarland;DEC;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2020;57.0
Saarland;DEC;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2022;59.3
Saarland;DEC;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2016;87.5
Saarland;DEC;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2020;95.0
Saarland;DEC;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2022;99.7
Saarland;DEC;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2016;65.0
Saarland;DEC;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2020;68.8
Saarland;DEC;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2022;71.0
Saarland;DEC;Age dependency ratio, 4th variant (population 0 to 24 years and 65 years or over to population 25 to 64 years);Percentage;2022;87.3
Saarland;DEC;Median age of population - females;Year;2016;49.9
Saarland;DEC;Median age of population - females;Year;2020;50.8
Saarland;DEC;Median age of population - females;Year;2022;51.1
Saarland;DEC;Median age of population;Year;2016;48.4
Saarland;DEC;Median age of population;Year;2020;49.2
Saarland;DEC;Median age of population;Year;2022;49.3
Saarland;DEC;Median age of population - males;Year;2016;46.8
Saarland;DEC;Median age of population - males;Year;2020;47.2
Saarland;DEC;Median age of population - males;Year;2022;47.1
Saarland;DEC;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2016;34.9
Saarland;DEC;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2020;37.9
Saarland;DEC;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2022;39.4
Saarland;DEC;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2016;56.5
Saarland;DEC;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2020;62.6
Saarland;DEC;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2022;66.2
Saarland;DEC;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2016;37.7
Saarland;DEC;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2020;40.7
Saarland;DEC;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2022;42.3
Saarland;DEC;Old-age dependency ratio 4th variant (population 65 years or over to population 25 to 64 years);Percentage;2022;46.3
Saarland;DEC;Women per 100 men;Percentage;2016;103.8
Saarland;DEC;Women per 100 men;Percentage;2020;103.7
Saarland;DEC;Women per 100 men;Percentage;2022;103.6
Saarland;DEC;Proportion of population aged 0-14 years;Percentage;2016;11.6
Saarland;DEC;Proportion of population aged 0-14 years;Percentage;2020;12.2
Saarland;DEC;Proportion of population aged 0-14 years;Percentage;2022;12.5
Saarland;DEC;Proportion of population aged 0-19 years;Percentage;2016;16.5
Saarland;DEC;Proportion of population aged 0-19 years;Percentage;2020;16.6
Saarland;DEC;Proportion of population aged 0-19 years;Percentage;2022;16.8
Saarland;DEC;Proportion of population aged 0-4 years;Percentage;2016;3.7
Saarland;DEC;Proportion of population aged 0-4 years;Percentage;2020;4.2
Saarland;DEC;Proportion of population aged 0-4 years;Percentage;2022;4.2
Saarland;DEC;Proportion of population aged 10-14 years;Percentage;2016;4.1
Saarland;DEC;Proportion of population aged 10-14 years;Percentage;2020;4.1
Saarland;DEC;Proportion of population aged 10-14 years;Percentage;2022;4.1
Saarland;DEC;Proportion of population aged 15-19 years;Percentage;2016;5.0
Saarland;DEC;Proportion of population aged 15-19 years;Percentage;2020;4.4
Saarland;DEC;Proportion of population aged 15-19 years;Percentage;2022;4.3
Saarland;DEC;Proportion of population aged 15-24 years;Percentage;2016;10.6
Saarland;DEC;Proportion of population aged 15-24 years;Percentage;2020;9.7
Saarland;DEC;Proportion of population aged 15-24 years;Percentage;2022;9.4
Saarland;DEC;Proportion of population aged 20-24 years;Percentage;2016;5.6
Saarland;DEC;Proportion of population aged 20-24 years;Percentage;2020;5.3
Saarland;DEC;Proportion of population aged 20-24 years;Percentage;2022;5.1
Saarland;DEC;Proportion of population aged 20-39 years;Percentage;2016;22.8
Saarland;DEC;Proportion of population aged 20-39 years;Percentage;2020;23.1
Saarland;DEC;Proportion of population aged 20-39 years;Percentage;2022;22.9
Saarland;DEC;Proportion of population aged 25-29 years;Percentage;2016;6.1
Saarland;DEC;Proportion of population aged 25-29 years;Percentage;2020;5.9
Saarland;DEC;Proportion of population aged 25-29 years;Percentage;2022;5.7
Saarland;DEC;Proportion of population aged 25-44 years;Percentage;2016;22.7
Saarland;DEC;Proportion of population aged 25-44 years;Percentage;2020;23.1
Saarland;DEC;Proportion of population aged 25-44 years;Percentage;2022;23.5
Saarland;DEC;Proportion of population aged 25-49 years;Percentage;2016;30.4
Saarland;DEC;Proportion of population aged 25-49 years;Percentage;2020;29.0
Saarland;DEC;Proportion of population aged 25-49 years;Percentage;2022;28.9
Saarland;DEC;Proportion of population aged 30-34 years;Percentage;2016;5.7
Saarland;DEC;Proportion of population aged 30-34 years;Percentage;2020;6.0
Saarland;DEC;Proportion of population aged 30-34 years;Percentage;2022;6.2
Saarland;DEC;Proportion of population aged 35-39 years;Percentage;2016;5.4
Saarland;DEC;Proportion of population aged 35-39 years;Percentage;2020;5.8
Saarland;DEC;Proportion of population aged 35-39 years;Percentage;2022;5.9
Saarland;DEC;Proportion of population aged 40-44 years;Percentage;2016;5.5
Saarland;DEC;Proportion of population aged 40-44 years;Percentage;2020;5.4
Saarland;DEC;Proportion of population aged 40-44 years;Percentage;2022;5.7
Saarland;DEC;Proportion of population aged 40-59 years;Percentage;2016;30.5
Saarland;DEC;Proportion of population aged 40-59 years;Percentage;2020;28.2
Saarland;DEC;Proportion of population aged 40-59 years;Percentage;2022;27.1
Saarland;DEC;Proportion of population aged 45-49 years;Percentage;2016;7.7
Saarland;DEC;Proportion of population aged 45-49 years;Percentage;2020;5.9
Saarland;DEC;Proportion of population aged 45-49 years;Percentage;2022;5.4
Saarland;DEC;Proportion of population aged 45-64 years;Percentage;2016;32.3
Saarland;DEC;Proportion of population aged 45-64 years;Percentage;2020;30.8
Saarland;DEC;Proportion of population aged 45-64 years;Percentage;2022;29.9
Saarland;DEC;Proportion of population aged 50-54 years;Percentage;2016;8.9
Saarland;DEC;Proportion of population aged 50-54 years;Percentage;2020;8.1
Saarland;DEC;Proportion of population aged 50-54 years;Percentage;2022;7.3
Saarland;DEC;Proportion of population aged 50-64 years;Percentage;2016;24.6
Saarland;DEC;Proportion of population aged 50-64 years;Percentage;2020;25.0
Saarland;DEC;Proportion of population aged 50-64 years;Percentage;2022;24.5
Saarland;DEC;Proportion of population aged 55-59 years;Percentage;2016;8.4
Saarland;DEC;Proportion of population aged 55-59 years;Percentage;2020;8.9
Saarland;DEC;Proportion of population aged 55-59 years;Percentage;2022;8.8
Saarland;DEC;Proportion of population aged 5-9 years;Percentage;2016;3.8
Saarland;DEC;Proportion of population aged 5-9 years;Percentage;2020;4.0
Saarland;DEC;Proportion of population aged 5-9 years;Percentage;2022;4.1
